0,4
1,1
2,1
3,6
4,1
5,6
6,1
7,0
8,3
9,6
10,1
11,3
12,6
13,1
14,4
15,5
16,2
17,4
18,5
19,1
20,2
21,4
22,6
23,4
24,3
25,3
26,3
27,4
28,2
29,0
30,3
31,3
32,4
33,5
34,1
35,4
36,3
37,5
38,1
39,4
40,4
41,1
42,1
43,5
44,1
45,5
46,2
47,6
48,3
49,1
50,4
51,3
52,3
53,1
54,6
55,5
56,5
57,3
58,1
59,6
60,3
61,1
62,3
63,6
64,5
65,1
66,1
67,1
68,5
69,6
70,0
71,5
72,1
73,1
74,4
75,4
76,6
77,4
78,5
79,1
80,2
81,6
82,2
83,2
84,5
85,4
86,4
87,3
88,5
89,2
90,3
91,4
92,5
93,0
94,6
95,4
96,6
97,4
98,3
99,5
100,6
